talk_time,battery_power,pc,fc,blue,dual_sim,four_g,three_g,touch_screen,wifi,mobile_wt,px_width,sc_h,sc_w,m_dep,n_cores,ram,werf,int_memory,px_height,clock_speed,Unnamed: 0,index
20.0,1883.0,13.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,146.0,1739.0,16.0,8.0,0.3,6.0,2600.0,9156615,10.0,836.0,0.5,5192,2275
13.0,1662.0,13.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,126.0,1509.0,9.0,5.0,0.8,4.0,3760.0,9156615,61.0,32.0,0.5,12039,2173
3.0,1185.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,152.0,1642.0,16.0,2.0,0.4,8.0,2447.0,9156615,31.0,837.0,1.9,14304,535
7.0,1727.0,8.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,85.0,1992.0,19.0,13.0,0.6,7.0,2457.0,9156615,63.0,1463.0,2.1,5435,1041
5.0,966.0,10.0,9.0,1.0,0.0,1.0,1.0,0.0,1.0,117.0,1754.0,10.0,1.0,0.2,4.0,2574.0,9156615,50.0,1446.0,0.6,5509,659
14.0,798.0,9.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,96.0,643.0,15.0,7.0,0.2,3.0,2965.0,9156615,4.0,526.0,2.4,6651,748
4.0,1397.0,15.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,121.0,1658.0,18.0,15.0,0.2,3.0,1378.0,9156615,3.0,433.0,2.4,833,717
10.0,1678.0,11.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,134.0,536.0,19.0,0.0,0.9,3.0,278.0,9156615,64.0,436.0,2.1,11049,2041
6.0,993.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,106.0,1639.0,14.0,1.0,0.4,7.0,1113.0,9156615,16.0,424.0,2.3,2971,1766
15.0,1430.0,16.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,183.0,1182.0,7.0,1.0,0.5,1.0,2832.0,9156615,27.0,1132.0,0.5,9177,2225
15.0,1341.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,107.0,574.0,18.0,14.0,0.4,8.0,2200.0,9156615,36.0,473.0,2.1,1000,1113
19.0,1436.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,124.0,1836.0,12.0,5.0,0.9,8.0,2736.0,9156615,42.0,1826.0,2.5,14008,1353
17.0,1770.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,128.0,1552.0,6.0,1.0,0.8,7.0,1480.0,9156615,7.0,886.0,2.3,5465,603
20.0,1122.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,156.0,1163.0,9.0,3.0,0.3,7.0,1456.0,9156615,40.0,675.0,0.5,10792,1926
4.0,1461.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,141.0,1298.0,16.0,1.0,0.5,7.0,3799.0,9156615,40.0,1265.0,2.4,3946,147
13.0,616.0,17.0,13.0,0.0,1.0,1.0,1.0,1.0,0.0,81.0,1618.0,18.0,8.0,0.8,3.0,3366.0,9156615,44.0,651.0,1.9,6170,65
12.0,707.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,194.0,1508.0,17.0,14.0,0.1,2.0,1853.0,9156615,16.0,1027.0,0.5,4900,544
2.0,807.0,20.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,158.0,697.0,17.0,13.0,0.3,5.0,1284.0,9156615,8.0,667.0,0.5,13551,811
18.0,1181.0,16.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0,116.0,831.0,6.0,0.0,0.6,2.0,2020.0,9156615,61.0,385.0,2.3,7132,893
17.0,1642.0,17.0,16.0,0.0,1.0,1.0,1.0,0.0,1.0,171.0,873.0,13.0,4.0,0.3,6.0,2984.0,9156615,8.0,129.0,0.5,13929,2103
2.0,663.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,183.0,1605.0,6.0,2.0,0.6,2.0,3176.0,9156615,25.0,82.0,0.8,9840,710
10.0,504.0,9.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,189.0,1129.0,15.0,0.0,0.5,7.0,1607.0,9156615,14.0,881.0,1.0,13702,2488
8.0,1718.0,16.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,183.0,980.0,7.0,1.0,0.1,5.0,3755.0,9156615,6.0,564.0,2.5,3639,2134
2.0,1117.0,19.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,177.0,1035.0,15.0,9.0,0.1,2.0,1999.0,9156615,21.0,495.0,0.5,8914,1725
13.0,1703.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,192.0,1235.0,5.0,4.0,0.6,1.0,1046.0,9156615,22.0,286.0,0.5,4913,2097
19.0,1204.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,199.0,1482.0,11.0,2.0,0.3,7.0,1724.0,9156615,10.0,480.0,2.6,5890,796
11.0,1225.0,12.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,116.0,1404.0,12.0,11.0,0.5,4.0,3836.0,9156615,13.0,759.0,2.1,2145,2119
7.0,880.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,173.0,1350.0,12.0,1.0,0.7,2.0,1414.0,9156615,33.0,30.0,1.7,5023,397
8.0,969.0,7.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,158.0,909.0,9.0,1.0,0.6,3.0,641.0,9156615,44.0,167.0,1.8,7955,2486
19.0,969.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,124.0,589.0,18.0,5.0,0.3,7.0,404.0,9156615,45.0,491.0,2.4,3703,774
17.0,695.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,169.0,1211.0,5.0,2.0,0.4,8.0,2282.0,9156615,41.0,789.0,1.2,2442,1912
13.0,946.0,15.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,143.0,1740.0,7.0,5.0,0.8,6.0,2177.0,9156615,25.0,650.0,1.7,3528,2315
17.0,1569.0,20.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,110.0,1942.0,9.0,2.0,0.3,4.0,1260.0,9156615,44.0,45.0,2.8,5447,2309
12.0,718.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,93.0,997.0,10.0,9.0,0.4,3.0,1601.0,9156615,30.0,662.0,1.6,3289,1932
2.0,1934.0,17.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,103.0,1299.0,13.0,9.0,0.1,1.0,2940.0,9156615,46.0,619.0,2.6,5867,2327
14.0,1926.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,172.0,1157.0,6.0,1.0,0.4,3.0,2488.0,9156615,33.0,982.0,1.7,11022,498
13.0,1928.0,20.0,9.0,1.0,0.0,1.0,1.0,1.0,1.0,187.0,1580.0,7.0,2.0,1.0,3.0,3777.0,9156615,19.0,691.0,1.8,8025,519
4.0,1154.0,14.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,156.0,1801.0,8.0,3.0,0.7,7.0,587.0,9156615,14.0,251.0,0.5,5999,1040
15.0,767.0,10.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,175.0,1517.0,10.0,0.0,0.7,4.0,527.0,9156615,28.0,344.0,1.5,4544,263
15.0,671.0,17.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,105.0,1182.0,6.0,4.0,0.7,7.0,2504.0,9156615,30.0,852.0,0.9,9969,2343
17.0,1109.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,173.0,1103.0,13.0,5.0,0.1,1.0,2821.0,9156615,34.0,165.0,2.1,1539,1422
15.0,1807.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,134.0,1968.0,8.0,5.0,0.1,6.0,3726.0,9156615,61.0,1734.0,0.5,2074,961
18.0,1663.0,14.0,13.0,1.0,1.0,1.0,1.0,0.0,0.0,169.0,1439.0,7.0,1.0,0.3,4.0,2084.0,9156615,27.0,831.0,2.5,10551,487
4.0,1953.0,9.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,158.0,764.0,11.0,5.0,0.1,8.0,2334.0,9156615,56.0,555.0,2.1,8575,284
20.0,1070.0,16.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,160.0,1614.0,14.0,13.0,0.8,7.0,2647.0,9156615,19.0,90.0,3.0,7120,1538
20.0,1337.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,200.0,1029.0,10.0,1.0,0.7,4.0,3242.0,9156615,5.0,161.0,2.7,14326,1717
6.0,1935.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,124.0,860.0,9.0,2.0,0.6,5.0,455.0,9156615,29.0,806.0,0.5,13840,1248
18.0,1429.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,100.0,820.0,11.0,7.0,0.9,3.0,3945.0,9156615,40.0,246.0,1.5,593,2421
3.0,1561.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,174.0,874.0,12.0,7.0,0.8,3.0,1205.0,9156615,27.0,662.0,1.6,2694,1950
4.0,909.0,10.0,9.0,1.0,1.0,0.0,1.0,1.0,1.0,97.0,773.0,12.0,0.0,0.4,3.0,594.0,9156615,30.0,290.0,0.5,7757,1178
6.0,880.0,15.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,172.0,1302.0,8.0,7.0,0.5,8.0,3132.0,9156615,44.0,436.0,0.5,12973,615
10.0,1332.0,19.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,168.0,855.0,19.0,11.0,0.8,7.0,2790.0,9156615,7.0,846.0,1.3,9807,1347
9.0,1062.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,1435.0,14.0,2.0,0.2,3.0,911.0,9156615,45.0,798.0,1.5,13144,904
15.0,1160.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,166.0,859.0,18.0,4.0,0.7,3.0,595.0,9156615,63.0,762.0,1.1,9490,775
6.0,1727.0,18.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,158.0,1288.0,5.0,2.0,0.3,6.0,512.0,9156615,57.0,376.0,2.1,5593,1654
7.0,724.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,187.0,1754.0,7.0,6.0,0.5,7.0,2311.0,9156615,44.0,1273.0,2.7,12812,2138
3.0,623.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,102.0,1781.0,16.0,13.0,0.1,8.0,3537.0,9156615,3.0,1749.0,0.9,12453,1053
10.0,596.0,15.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,111.0,1854.0,16.0,13.0,0.8,8.0,3238.0,9156615,64.0,885.0,2.1,14055,49
17.0,1908.0,19.0,9.0,0.0,0.0,1.0,1.0,0.0,1.0,111.0,1046.0,19.0,17.0,1.0,2.0,2944.0,9156615,30.0,140.0,0.5,7562,1542
19.0,1949.0,11.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,145.0,1178.0,5.0,3.0,0.3,7.0,356.0,9156615,57.0,951.0,1.4,544,1034
4.0,713.0,9.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,181.0,1378.0,10.0,6.0,0.4,8.0,485.0,9156615,2.0,1211.0,1.6,58,1211
9.0,1423.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,640.0,10.0,8.0,0.8,5.0,2253.0,9156615,44.0,501.0,0.6,11452,1341
18.0,1876.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,182.0,585.0,12.0,2.0,0.4,3.0,3021.0,9156615,56.0,235.0,2.8,5608,425
7.0,730.0,15.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,122.0,1677.0,10.0,8.0,0.7,4.0,2787.0,9156615,9.0,1371.0,1.5,14666,1902
4.0,1308.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,106.0,1215.0,15.0,2.0,0.7,3.0,3355.0,9156615,61.0,59.0,1.9,14452,2337
12.0,684.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,157.0,1738.0,17.0,5.0,1.0,5.0,3756.0,9156615,63.0,159.0,0.9,12045,1898
6.0,912.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,182.0,794.0,7.0,2.0,0.9,3.0,1321.0,9156615,47.0,724.0,0.7,13751,1325
14.0,979.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,164.0,1670.0,5.0,2.0,0.5,7.0,3449.0,9156615,5.0,793.0,0.5,11398,918
4.0,1216.0,7.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,199.0,1967.0,13.0,5.0,0.4,3.0,2268.0,9156615,47.0,1852.0,3.0,5381,148
9.0,1854.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,195.0,718.0,14.0,12.0,0.4,1.0,1675.0,9156615,33.0,665.0,0.9,7919,1931
19.0,1483.0,19.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,146.0,1552.0,9.0,4.0,0.6,7.0,1587.0,9156615,19.0,361.0,2.6,7222,990
17.0,1642.0,17.0,16.0,0.0,1.0,1.0,1.0,0.0,1.0,171.0,873.0,13.0,4.0,0.3,6.0,2984.0,9156615,8.0,129.0,0.5,10454,2346
11.0,1130.0,8.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,101.0,1579.0,14.0,5.0,0.9,1.0,315.0,9156615,27.0,1495.0,1.8,1641,1193
6.0,875.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,1316.0,14.0,5.0,0.1,7.0,756.0,9156615,23.0,300.0,0.7,14101,1278
16.0,1188.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,114.0,1558.0,12.0,11.0,0.6,2.0,2896.0,9156615,9.0,1339.0,1.4,1467,714
2.0,1680.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,168.0,1231.0,15.0,3.0,0.7,4.0,1459.0,9156615,37.0,679.0,1.2,10166,2479
13.0,1462.0,18.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,182.0,1478.0,15.0,5.0,0.2,7.0,824.0,9156615,25.0,91.0,1.7,8525,652
4.0,1327.0,16.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,89.0,1721.0,7.0,5.0,0.5,7.0,872.0,9156615,23.0,441.0,2.8,6929,1951
10.0,1375.0,19.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,145.0,726.0,19.0,18.0,0.9,7.0,3869.0,9156615,9.0,475.0,1.1,2228,393
15.0,1438.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,169.0,867.0,14.0,11.0,0.6,8.0,2246.0,9156615,16.0,859.0,1.8,5006,843
15.0,1843.0,18.0,13.0,1.0,1.0,1.0,1.0,1.0,0.0,134.0,580.0,15.0,14.0,0.7,6.0,3213.0,9156615,16.0,118.0,1.8,2216,847
5.0,1563.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,170.0,1699.0,7.0,5.0,0.2,8.0,3660.0,9156615,24.0,142.0,2.4,12350,2184
10.0,1617.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,105.0,1038.0,9.0,0.0,0.7,2.0,829.0,9156615,30.0,246.0,1.3,6288,2389
19.0,686.0,15.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,91.0,1392.0,7.0,6.0,0.3,6.0,570.0,9156615,3.0,1109.0,0.5,12879,993
8.0,1020.0,18.0,13.0,0.0,0.0,1.0,1.0,0.0,1.0,96.0,1613.0,13.0,9.0,0.7,3.0,1142.0,9156615,7.0,870.0,1.5,11556,1266
16.0,1007.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1529.0,9.0,0.0,0.1,5.0,3648.0,9156615,45.0,1186.0,2.0,7006,406
8.0,1472.0,19.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,168.0,1052.0,19.0,15.0,0.1,6.0,2677.0,9156615,61.0,710.0,2.3,1297,2101
3.0,1892.0,10.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,110.0,1564.0,17.0,14.0,0.4,4.0,2172.0,9156615,47.0,1399.0,0.7,11383,784
20.0,1837.0,6.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,103.0,1539.0,8.0,7.0,0.9,8.0,2294.0,9156615,12.0,1420.0,1.0,3763,1527
18.0,1820.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,161.0,1951.0,10.0,2.0,0.6,1.0,574.0,9156615,64.0,1157.0,1.7,4222,1228
6.0,1132.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,157.0,1293.0,11.0,2.0,0.1,1.0,1950.0,9156615,8.0,1091.0,1.0,11120,890
7.0,742.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,104.0,925.0,11.0,8.0,0.7,8.0,331.0,9156615,21.0,875.0,2.3,11865,1485
10.0,1221.0,7.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,139.0,1976.0,13.0,11.0,0.5,1.0,2438.0,9156615,28.0,1895.0,0.5,7938,1017
11.0,878.0,18.0,13.0,1.0,0.0,1.0,1.0,1.0,0.0,153.0,618.0,9.0,7.0,0.5,4.0,3497.0,9156615,31.0,575.0,1.3,5048,886
7.0,695.0,19.0,18.0,0.0,0.0,1.0,1.0,1.0,1.0,196.0,1829.0,16.0,13.0,0.6,2.0,2855.0,9156615,12.0,1649.0,0.5,7304,1693
20.0,658.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,103.0,1750.0,14.0,11.0,0.9,7.0,3587.0,9156615,12.0,1156.0,2.7,1121,680
6.0,1634.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,200.0,1677.0,11.0,6.0,0.2,2.0,3031.0,9156615,17.0,964.0,1.4,8334,2365
19.0,1747.0,19.0,6.0,1.0,0.0,1.0,1.0,1.0,0.0,94.0,1131.0,17.0,2.0,0.7,3.0,2362.0,9156615,48.0,947.0,0.9,12782,455
19.0,1180.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,90.0,540.0,7.0,5.0,0.1,6.0,348.0,9156615,27.0,168.0,2.5,3903,1443
14.0,1698.0,20.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,160.0,994.0,13.0,3.0,0.9,6.0,796.0,9156615,18.0,363.0,2.1,18,2221
9.0,538.0,13.0,12.0,0.0,0.0,1.0,1.0,0.0,1.0,177.0,662.0,8.0,4.0,0.8,7.0,417.0,9156615,2.0,235.0,0.8,2191,2175
12.0,541.0,17.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,200.0,1226.0,11.0,2.0,0.4,8.0,403.0,9156615,51.0,1012.0,2.3,7690,1368
3.0,612.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,102.0,1891.0,8.0,4.0,0.3,7.0,3161.0,9156615,16.0,1360.0,1.9,4162,2426
12.0,525.0,11.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,137.0,1587.0,18.0,3.0,0.5,8.0,1891.0,9156615,51.0,262.0,0.5,3554,539
19.0,1190.0,10.0,9.0,1.0,1.0,0.0,1.0,1.0,1.0,186.0,1441.0,9.0,3.0,0.3,6.0,624.0,9156615,47.0,1417.0,2.2,11645,426
7.0,569.0,9.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,184.0,739.0,7.0,6.0,0.1,8.0,2811.0,9156615,39.0,389.0,0.6,1179,542
7.0,1442.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,145.0,1668.0,11.0,8.0,0.7,5.0,1513.0,9156615,56.0,1626.0,2.2,1437,795
3.0,1897.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,192.0,1935.0,17.0,6.0,0.5,8.0,273.0,9156615,21.0,1311.0,3.0,11201,661
10.0,1012.0,6.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,161.0,1195.0,8.0,0.0,0.1,4.0,2802.0,9156615,39.0,882.0,0.5,4949,1364
5.0,1540.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,157.0,831.0,11.0,8.0,0.1,7.0,1161.0,9156615,29.0,318.0,0.7,5079,1398
15.0,1658.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,182.0,522.0,10.0,1.0,0.7,1.0,3483.0,9156615,39.0,410.0,1.4,7817,591
6.0,1087.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,166.0,589.0,14.0,6.0,0.3,3.0,690.0,9156615,16.0,295.0,1.3,4861,2342
12.0,1007.0,12.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,185.0,831.0,8.0,6.0,0.8,8.0,1301.0,9156615,21.0,479.0,2.9,3938,1945
2.0,671.0,19.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,95.0,1617.0,13.0,4.0,0.1,6.0,2278.0,9156615,2.0,614.0,2.9,13267,1559
18.0,664.0,19.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,164.0,1472.0,11.0,5.0,0.9,2.0,3774.0,9156615,6.0,1076.0,1.5,7161,1300
6.0,990.0,7.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,153.0,1717.0,11.0,8.0,0.9,2.0,2698.0,9156615,15.0,1466.0,2.7,7030,1726
13.0,1981.0,18.0,13.0,1.0,1.0,0.0,0.0,1.0,0.0,175.0,1234.0,10.0,1.0,0.3,6.0,1380.0,9156615,45.0,193.0,1.9,2474,725
17.0,1575.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,185.0,818.0,7.0,3.0,0.2,7.0,2182.0,9156615,11.0,492.0,2.5,1178,1507
13.0,527.0,11.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,128.0,1924.0,13.0,7.0,0.9,1.0,1302.0,9156615,53.0,67.0,0.7,9079,1795
18.0,643.0,12.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,187.0,1079.0,7.0,5.0,0.2,8.0,2648.0,9156615,18.0,442.0,1.0,11787,1058
11.0,1485.0,9.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,84.0,1013.0,19.0,1.0,0.7,2.0,2147.0,9156615,32.0,510.0,1.0,5715,2050
7.0,727.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,131.0,1377.0,19.0,13.0,1.0,7.0,1891.0,9156615,32.0,813.0,1.5,9255,1148
16.0,1306.0,9.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,174.0,1258.0,6.0,5.0,0.4,3.0,2521.0,9156615,33.0,867.0,2.1,1623,1701
15.0,1722.0,16.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,177.0,1741.0,14.0,0.0,0.8,2.0,3271.0,9156615,18.0,865.0,2.6,7406,264
7.0,1977.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,173.0,1356.0,8.0,2.0,0.4,8.0,2641.0,9156615,31.0,1145.0,1.3,4333,1008
3.0,1476.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,171.0,1666.0,13.0,8.0,0.1,4.0,1529.0,9156615,55.0,1641.0,1.2,10156,403
5.0,1172.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,95.0,1884.0,7.0,3.0,0.1,3.0,1107.0,9156615,41.0,1314.0,2.1,3851,456
19.0,1530.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,1975.0,11.0,10.0,0.8,6.0,725.0,9156615,42.0,454.0,2.0,2060,308
17.0,1689.0,9.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,168.0,674.0,12.0,11.0,0.9,2.0,1172.0,9156615,13.0,521.0,2.4,5917,929
12.0,1322.0,9.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,140.0,1990.0,19.0,17.0,0.8,3.0,1418.0,9156615,7.0,177.0,1.7,12292,2026
16.0,1595.0,19.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,121.0,655.0,15.0,1.0,0.3,8.0,3608.0,9156615,12.0,344.0,2.6,12578,296
5.0,1035.0,10.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,173.0,1709.0,17.0,8.0,1.0,6.0,2002.0,9156615,11.0,831.0,1.9,7654,2445
4.0,950.0,7.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,124.0,1681.0,6.0,5.0,0.1,8.0,1305.0,9156615,55.0,86.0,0.5,8539,1401
2.0,1910.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,146.0,639.0,8.0,7.0,0.6,7.0,2944.0,9156615,29.0,333.0,1.4,4075,1161
11.0,1972.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,92.0,804.0,7.0,2.0,0.5,8.0,2872.0,9156615,48.0,290.0,1.6,8427,1509
4.0,696.0,13.0,11.0,1.0,0.0,1.0,1.0,0.0,1.0,103.0,797.0,14.0,11.0,0.2,3.0,2022.0,9156615,35.0,533.0,2.4,10230,1151
9.0,862.0,14.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,107.0,1977.0,9.0,4.0,0.1,8.0,3458.0,9156615,6.0,829.0,2.3,4780,956
16.0,1872.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,80.0,1484.0,15.0,11.0,0.5,2.0,2295.0,9156615,16.0,286.0,0.9,10999,766
11.0,775.0,16.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,159.0,1864.0,17.0,15.0,0.7,2.0,568.0,9156615,46.0,862.0,1.0,8825,15
20.0,1205.0,10.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,163.0,1870.0,18.0,11.0,0.1,6.0,953.0,9156615,10.0,321.0,2.7,917,1883
14.0,1979.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,165.0,1630.0,13.0,6.0,0.2,7.0,452.0,9156615,32.0,833.0,1.6,14921,672
12.0,774.0,18.0,7.0,1.0,0.0,1.0,1.0,1.0,0.0,124.0,896.0,8.0,1.0,0.9,3.0,3916.0,9156615,55.0,8.0,2.8,8518,786
12.0,1163.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,155.0,754.0,19.0,2.0,0.6,2.0,2768.0,9156615,49.0,520.0,2.8,4902,2211
19.0,1356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,1983.0,17.0,0.0,0.5,6.0,3702.0,9156615,29.0,1612.0,2.8,3067,158
20.0,1268.0,17.0,9.0,1.0,0.0,1.0,1.0,1.0,0.0,182.0,912.0,11.0,5.0,0.9,6.0,931.0,9156615,42.0,360.0,2.9,6252,1165
13.0,1452.0,11.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,123.0,1040.0,12.0,10.0,0.9,6.0,2669.0,9156615,25.0,42.0,0.5,8469,2363
7.0,1633.0,19.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,111.0,906.0,9.0,0.0,0.9,2.0,511.0,9156615,33.0,146.0,1.7,1690,1014
7.0,1490.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,150.0,1464.0,17.0,9.0,0.3,8.0,3600.0,9156615,64.0,1417.0,0.5,6897,2089
14.0,1656.0,7.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,166.0,1456.0,15.0,12.0,0.1,3.0,1629.0,9156615,34.0,880.0,1.0,2699,43
8.0,721.0,9.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,194.0,1988.0,8.0,4.0,0.4,4.0,530.0,9156615,6.0,1446.0,0.5,1591,1225
3.0,1689.0,15.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,150.0,675.0,8.0,4.0,0.5,5.0,2637.0,9156615,9.0,467.0,0.5,111,1484
